Date,Username,Tweet,label
2023-02-06 08:15:20+00:00,Azlasy,@PendisKemenag Gmn ne jd g pelatihannya,0
2023-02-01 06:33:02+00:00,indonesia1945RI,@PendisKemenag Bagi yang belum Bimtek untuk rekening di isi menggunakan rekening tahun lalu atau bagaimana? https://t.co/kROVcqexXP,0
2023-01-31 02:57:20+00:00,BigDasz,@PendisKemenag Kami menunggu seperti halnya mereka https://t.co/59D08vIIUq,0
2023-01-31 02:56:04+00:00,BigDasz,"@PendisKemenag Luar biassa, salut saya👍",1
2023-01-29 14:10:07+00:00,tibylin,@PendisKemenag Hr gni bru platihan. Ktinggalan mulu sma kmdikbud,-1
2023-01-29 11:42:15+00:00,ahlulfikar,@PendisKemenag mantap,1
2023-01-29 09:25:45+00:00,Azlasy,@PendisKemenag Ada link nya,0
2023-01-29 04:02:41+00:00,BudiAcong66,@PendisKemenag Minta link/web info daftarnya min?,0
2023-01-29 01:51:30+00:00,Safwadi80,@PendisKemenag Alamat link pendaftarannya di semat jga Mimin..🙏,0
2023-01-27 05:47:38+00:00,Anandawira18,"@PendisKemenag Assalamu alaikum. Mohon maaf bertanya min, untuk kegitan ekstra kurukuler tingakat MI apakah ada di juknis BOS",0
2023-01-26 03:57:29+00:00,Anandawira18,@PendisKemenag Alokasinya untuk guru Apa saja min?,0
2023-01-23 00:45:01+00:00,Jumono48706624,@PendisKemenag assalamualaikum,0
2023-01-20 13:34:10+00:00,maswiryosaja,"@PendisKemenag @YaqutCQoumas

Mohon atensi @uinjktofficial",-1
2023-01-20 05:38:23+00:00,rayhanakbrrrrrr,"@PendisKemenag Siang min, kalo mau dapat data untuk pondok pesantren bisa di akses dimana ya?",0
2023-01-14 07:01:36+00:00,Suneto_barsel,@PendisKemenag Mantap,1
2023-01-11 06:27:39+00:00,Azlasy,@PendisKemenag Sustainable semoga dilancarkan. Do'a dan dukungannya 111232730002 Insya Allah tahun pelajaran 2024 launching Madrasah Ibtidaiyah Tahfidz handal digital,1
2023-01-05 02:31:27+00:00,MUSAFANGATUN3,"@PendisKemenag Pengabdian sudah puluhan tahun, ada formasi Tenaga guru ,seleksi P3K... pengabdian di madrasah swasta tidak bisa mndaftar, sama"" bekerja untuk kemenag..yg swasta tidak di akui masa kerja... sampai kapan Pak...yg swasta dilibatkan ...",-1
2023-01-04 08:31:27+00:00,alvi_rachmah,"@PendisKemenag @GusYaqut Assalammualaikum Pak/Bu Saya ingin bertanya, Dari Kemarin saya mengisi EMIS tetapi servernya lama sekali. Terus sekarang servernya sudah tutup. Lalu bagaimana ya? atau ikut pengisian data 2023?",-1
2023-01-03 14:32:17+00:00,CharmaDwiarto,"@PendisKemenag Assalamualaikum selamat malam,mohon izin bertanya mohon maaf utk persyaratan pendaftaran PPPK khususnya unggah dokumen poin 3 yg menyatakan "" asli surat keputusan yg sah dr pejabat yg berwenag di kementerian agama itu maksutnya gimana ya ?",0
2022-12-29 23:36:53+00:00,udin_mzudin,"@PendisKemenag Mohon maaf admin, izin bertanya. Emis PD Pontren apakah sedang error, ya? Sejak kemarin akses super lambat dan sering ""This page isn’t working"". Mohon tanggapan dan solusinya. Terima kasih.",-1
2022-12-28 01:38:17+00:00,Mufi74858459,@PendisKemenag @Kemenag_RI Penghargaan ter the best kategori penyaluran insentif GBPNS guru honorer  kok gak ada ya?? #safegbpns,-1
2022-12-23 08:56:30+00:00,Mufi74858459,"@PendisKemenag Gak di ig atau ditwitter admin semua diem seribu bahasa bila bahas ttg guru honorer dibawah naunganya,,kebnyakan drama",-1
2022-12-23 08:55:29+00:00,Mufi74858459,@PendisKemenag Kasih penjelasan ke guru honorer kenpa gbpns hnya cair separo tdk sesuai juknis?????? Jgn cuma flexing sj,-1
2022-12-21 02:03:27+00:00,Mufi74858459,@PendisKemenag Sangking emosi ngetik smpek typo2,-1
2022-12-21 02:02:21+00:00,Mufi74858459,@PendisKemenag Yaallooh knp tdk ada oenejlasna smskli terkait insentif gbpns buat guru honorer admin??? Knp smpek skrng msih bnyk yg blm dpt dan knp bnyak juga yg caur hnya separo?????? Tolong pnjelasanya!!!,-1
