Date,Username,Tweet,label
2023-02-15 23:45:11+00:00,NasionalPakin,"DPN PAKIN menerima Buku Moderasi Beragama karya Bapak Lukman Hakim Saifuddin @lukmansaifuddin

#DPNPAKIN
#PemudaAgamaKhonghucuIndonesia
#ModerasiBeragama https://t.co/wlkt35XzVB",1
2023-02-15 23:42:01+00:00,NasionalPakin,"DPN PAKIN menerima Buku Moderasi Beragama karya Bapak Lukman Hakim Saifuddin @lukmanhsaifuddin

#DPNPAKIN
#PemudaAgamaKhonghucuIndonesia
#ModerasiBeragama https://t.co/kVl0rsrFQr",1
2023-02-15 23:24:40+00:00,Kemenag_Maluku,"https://t.co/IE815QZU4D

#haji2023 #kemenagri #gusmen #kemenagmaluku @tahuntoleransi2023 #moderasiberagama #yaminkemenagmaluku https://t.co/T8JtL0goGl",0
2023-02-15 22:38:39+00:00,umi_acuh,Kondisi ini diperparah dengan sistem pendidikan sekuler dan arus moderasi beragama –tidak beragama secara kaffah- akibatnya generasi tidak mau dekat dengan syariat islam kaffah  karena takut di cap radikal tidak toleran. #YukGaulSyari #GenerasiButuhIslamKaffah,-1
2023-02-15 15:42:59+00:00,bimaskristenri,"Salam #SahabatReligi
Launching Seleksi Nasional Penerimaan Mahasiswa Baru (PMB) Perguruan Tinggi Keagamaan Kristen Negeri Tahun 2023. 
#kemenagri #ditjenbimaskristenkemenagri #tahuntoleransi #moderasiberagama
#BerAKHLAK #iaknpalangkaraya https://t.co/1QWQEIVmsE",0
2023-02-15 14:48:04+00:00,Inisiatifnews,Wapres Dorong Kampus Terlibat Penurunan Stunting dan Penguatan Moderasi Beragama https://t.co/ogLPc9XDJs https://t.co/OnA8mEZOHv,1
2023-02-15 13:37:17+00:00,bimas_buddha,"Ketua SAGIN Bhikkhu Khemacaro Mahathera hadiri Peletakkan Batu Pertama Wihara Buddhayana Buddhis Center Kabupaten Kabupaten Kutai Kartanegara, Rabu (15/02/2023). 

#ditjenbimasbuddha
#kemenag_ri
#moderasiberagama https://t.co/sV0jHCUNON",0
2023-02-15 13:34:40+00:00,bimaskristenri,"Salam #SahabatReligi
Menteri Agama RI, Yaqut Cholil Qoumas lantik 11 Pejabat Eselon II di Lingkungan Kementerian Agama RI pada Rabu, 15 February 2023.
#kemenagri #ditjenbimaskristenkemenagri #tahuntoleransi #moderasiberagama
#BerAKHLAK https://t.co/R625BvfiDJ",0
2023-02-15 12:35:20+00:00,bimas_buddha,"Bupati Kutai Kartanegara Edi Damansyah hadiri Peletakkan Batu Pertama Wihara Buddhayana Buddhis Center dan menyambut baik serta mengapresiasi pembangunan Wihara Budayana, Rabu (15/02).

#ditjenbimasbuddha
#kemenag_ri
#moderasiberagama https://t.co/fpBPnrj3lK",0
2023-02-15 12:09:55+00:00,bimas_buddha,"Hadiri Peletakkan Batu Pertama Wihara Buddhayana Buddhis Center Kabupaten Kabupaten Kutai Kartanegara Dirjen Bimas Buddha Supriyadi menyerahkan Bantuan Pembangunan sebesar Rp. 400.000.000, Rabu (15/02/2023). 

#ditjenbimasbuddha
#kemenag_ri
#moderasiberagama https://t.co/n8IYq1Igsh",0
2023-02-15 12:08:50+00:00,ebe_ganzo,"°° Selamat malam sahabat Dumay ku.

°° Walaupun baru sekilas membaca buku MODERASI BERAGAMA karya bpk @lukmansaifuddin 
Sangat bagus untuk dibaca setiap anak Negeri terhusus para politisi mengusung politik indentitas, dan pemesanan bisa via WA 0896-8937-1919 non gratis yo.
°° https://t.co/Gd8o4j0vPM",1
2023-02-15 11:41:43+00:00,bimas_buddha,"Hadiri peletakan batu pertama Wihara Buddhayana Buddhis Center Supriyadi menyampaikan bahwa harapan umat Buddha Kutai Kartanegara terwujud dengan dimulainya pembangunan wihara ini, Tenggarong, (15/02/2023). 

#ditjenbimasbuddha
#kemenag_ri
#moderasiberagama https://t.co/OsSZhMU2Qa",0
2023-02-15 09:02:31+00:00,bukupembaharu,"Dalam masyarakat multikultural seperti Indonesia, moderasi beragama bisa jadi bukan pilihan, melainkan keharusan.

Lalu bagaimana moderasi @nahdlatululama dan @muhammadiyah ? 

Temukan jawabannya di buku ini. https://t.co/JG5TEuWCPx",0
2023-02-15 08:09:14+00:00,BimasIslam,"Kakanwil Sumbar: Moderasi Beragama Kompas Pembangunan Kebudayaan

Selengkapnya di: https://t.co/jWEeb0bRyA https://t.co/oBRwCh2hoR",0
2023-02-15 06:03:57+00:00,ybaindonesia,"Sebagai putra mahkota, istri pangeran Siddharta ada berapa ya?

#buddhism #buddha #buddhayana #buddhist #buddhateachings #buddhaquotes #dhamma #dhammapada #moderasiberagama #toleran #toleransi #toleransiberagama #buddhisttemple #buddhapedia https://t.co/Nyxch0RVwJ",0
2023-02-15 05:40:38+00:00,identity_muslim,Kondisi ini diperparah dengan sistem pendidikan sekuler dan arus moderasi beragama –tidak beragama secara kaffah- akibatnya generasi tidak mau dekat dengan syariat islam kaffah  karena takut di cap radikal tidak toleran. #YukGaulSyari #GenerasiButuhIslamKaffah,-1
2023-02-15 04:19:46+00:00,binsarhutabar13,MODERASI BERAGAMA: Toleransi dan Keragaman Agama-agama https://t.co/8ZBHVnch6x,0
2023-02-15 04:19:22+00:00,binsarhutabar13,MODERASI BERAGAMA: Penyerangan Kebebasan Beragama https://t.co/4V8RBUeOWO,0
2023-02-15 04:02:42+00:00,Kemenag_Yogya,"Penguatan Moderasi Beragama Bagi Guru, Seksi Dikmad Hadirkan Tim Densus 88 https://t.co/Yi9LQAXc9o",0
2023-02-15 02:57:12+00:00,al_wasath,"“Mukmin yang kuat lebih baik dan lebih dicintai Allah daripada Mukmin yang lemah; dan pada keduanya ada kebaikan,” (HR. Muslim).

#quotesalwash #motivasi #katakatabijak #muhammadiyah #ikhtiartiadahenti #salammoderasi #moderasiberagama #moderasiberagamamenujuindonesiamaju https://t.co/yzvC7XtfIk",1
2023-02-15 02:55:56+00:00,KangShod,"Moderasi Beragama... 
Saya, 
Kamu, 
Kita Semua, 
Yes Yes Yesss.... 

#ModerasiBeragama #GemaFKUB #FKUB #Bakengbangpol #Rembang #pemuda #Keberagaman #UmatBeragama https://t.co/MFNLLMlN3c",1
2023-02-15 02:13:48+00:00,Kemenag_Yogya,"Kepala @Kemenag_Yogya Nadhif, M.S.I. membuka penguatan moderasi beragama bagi guru, kepala dan pengawas.
...
Ia berharap keragaman menjadi perekat, bukan peretak. https://t.co/ueMhN2yLUu",1
2023-02-15 01:35:22+00:00,sdmuh1solo,Penguatan Moderasi Beragama Bagi Guru SD Kota Surakarta https://t.co/yjyBVq0jq9,1
2023-02-14 22:54:33+00:00,kfc_kakek,"Selain itu hal ini sejalan dengan moderasi beragama yang dicanangkan oleh Kementerian Agama RI. Bagaimana pandangan Ustadzah mengenai hal ini? Selengkapnya di channel MMC. 

Keyword, 
Hindu magister islam",0
2023-02-14 22:41:22+00:00,IsmalijahIskan,"Selain itu hal ini sejalan dengan moderasi beragama yang dicanangkan oleh Kementerian Agama RI. Bagaimana pandangan Ustadzah mengenai hal ini? Selengkapnya di channel MMC. 

Keyword, 
Hindu magister islam",0
2023-02-14 15:46:50+00:00,sipil82,Demi moderasi beragama dan pujian sebagai tokoh pluralisme..mengingkari Al Qur'an..,-1
2023-02-14 15:44:30+00:00,inqilabeestudyy,"Wakil Rektor I Bidang Akademik dan Kurikulum UIN Mataram, menyebutkan adanya mahasiswa non-muslim pada wisuda UIN Mataram sebagai bukti citra Islam yang baik. Selain itu hal ini sejalan dengan moderasi beragama yang dicanangkan oleh Kementerian Agama RI.

https://t.co/G7UGIeBthD https://t.co/1PEcvBWXOk",1
2023-02-14 14:35:15+00:00,penaiskemenag,"Profil MMA 2 Provinsi Jambi
.
.
Jalan-jalan ke Kota Jambi
Jangan Lupa Mampir ke Sungai Batanghari
Ayo Semua Ikut PKPAI
Agar Bisa Menyuarakan Moderasi dan Toleransi
.
.
#SiaranKeagamaanIslam#PeneranganAgamaIslam#Penais#BimasIslam#Kemenagri#ModerasiBeragama#MMA https://t.co/Weq1CZbzwi",1
2023-02-14 12:04:02+00:00,Ayacintaku82,"Selain itu hal ini sejalan dengan moderasi beragama yang dicanangkan oleh Kementerian Agama RI. Bagaimana pandangan Ustadzah mengenai hal ini? Selengkapnya di channel MMC. 

Keyword, 
Hindu magister islam",0
2023-02-14 09:13:05+00:00,UGMYogyakarta,"Mengenal Gus Yahya, Sosok yang Ber#Kontribusi untuk Moderasi Beragama https://t.co/sdGUKjCiFx https://t.co/44NgNWnwUV",0
2023-02-14 08:49:45+00:00,Ani43907009,"Ya gak heran dalam sistem demokrasi ini hal yg biasa,  bukankah para dosen yg kuliah jurusan dirasah Islamiyyah di USA, dosen tafsirnya malah org Yahudi. Makanya PT Islam gencar dg moderasi beragama yg semakin menjauhkan umat dari Islam.
https://t.co/Nz6NHwvUgy",-1
2023-02-14 07:44:18+00:00,Arief05952362,Landasan teologis moderasi beragama final https://t.co/pPkLtd0488 via @SlideShare,0
2023-02-14 06:10:54+00:00,MarsidiMarmo,"Alhamdulillah buku""Moderasi Beragama""telah sampai , semoga berkah buat saya dan Gus Mantan Menteri Agama H Lukman Hakim Saifuddin Amin Allahumma amin https://t.co/qykuwhMVP0",1
2023-02-14 05:16:59+00:00,bimas_buddha,"Selamat Ulang Tahun Generasi Muda Buddhis Indonesia (GEMABUDHI)  ke-37 Tahun.
“Gemabudhi Berkarya Untuk Negeri”
Semoga Gemabudhi semakin banyak berkontribusi dan berperan bagi Bangsa dan Negara. 

#ditjenbimasbuddha
#kemenag_ri
#moderasiberagama
#gemabudhi_id https://t.co/teKF7gin3b",0
2023-02-14 02:55:52+00:00,Prenadamedia2,"Buku ini berisi 6 bagian terkait moderasi beragama di Indonesia: hambatan, harmoni sebagai solusi, budaya moderasi, wujud dakwah moderat, profiling moderatisme keberagamaan, dan kontekstualisasi teks moderat. 6 bagian tsb terdiri dari berbagai macam genre tulisan yg berbeda. (2)",0
2023-02-14 02:54:56+00:00,Prenadamedia2,"Di tengah berbagai perang dalam dunia maya atau cyber-war, maka perlu ada sebuah alternatif bacaan bagi masyarakat Indonesia dalam berbagai segmennya untuk tetap berada di dalam kawasan moderasi beragama, yang memang menjadi kewajiban kita untuk menggelorakannya. (1)",0
2023-02-14 02:54:42+00:00,Prenadamedia2,"MENGGELORAKAN MODERASI BERAGAMA UNTUK INDONESIA HEBAT 
(Chabib Musthofa, S.Sos.I., https://t.co/FpdAYCXQLz. &amp; Mevy Eka Nurhalizah, M.Sos.) https://t.co/iT9RucPAkG",1
2023-02-13 14:27:08+00:00,humas_jogja,"Penganugerahan gelar doktor kehormatan (Doctor Honoris Causa) yang diberikan UIN Sunan Kalijaga kepada tiga tokoh tersebut ialah sebagai bentuk apresiasi dan bukti nyata dalam mendukung perdamaian dan moderasi beragama.
#GubernurDIY #SriSultanHBX #PemdaDIY #JogjaIstimewa #UINSuka https://t.co/u6fQabEpMY",1
2023-02-13 14:18:14+00:00,BimasIslam,"Selamat &amp; Sukses 

Rapat Kerja Nasional
Direktorat Jenderal Bimbingan Masyarakat Islam 
Tahun 2023

Senin-Kamis, 13-16 Februari 2023

Live: https://t.co/HXV7HcPO7N

#Bimasislam #KemenagRI #tahuntoleransi #ModerasiBeragama #TemanBimasIslam https://t.co/ka0GAx4YrX",0
2023-02-13 13:37:41+00:00,bimaskatolikri,"Salam #SahabatReligi

Kardinal Miguel Ángel Ayuso Guixot Dapat Gelar Doktor Kehormatan dari UIN Sunan Kalijaga, Plt. Dirjen Sampaikan Apresiasi

Selengkapnya:
https://t.co/hOqouzVz17

#DitjenBimasKatolik
#ModerasiBeragama
#TahunKerukunanUmat
#KardinalMiguel https://t.co/Ruwq1ujbAO",0
2023-02-13 13:12:30+00:00,bimaskatolikri,"Salam #SahabatReligi

Doktor Honoris Causa UIN Sunan Kalijaga untuk Kardinal Miguel Ángel Ayuso Guixot, M.C.C.J.

Selengkapnya:
https://t.co/Ks3iQzt9Pp

#KementerianAgama
#DitjenBimasKatolik
#ModerasiBeragama
#TahunKerukunan
#KardinalMiguel https://t.co/zsZYPpTiG8",0
2023-02-13 12:56:38+00:00,justjyeah,pdhl tdnya mau pindah kls yg mk moderasi beragama aja eh tp mlh mk perpajakan yg pindah kls,0
2023-02-13 10:20:04+00:00,gowestid,"Harlah 1 Abad NU di Batam | Ansar: Bangga, NU Selalu Menjaga Moderasi Beragama https://t.co/9ySK88thnv",1
2023-02-13 10:20:00+00:00,gowest_id,"Harlah 1 Abad NU di Batam | Ansar: Bangga, NU Selalu Menjaga Moderasi Beragama https://t.co/rCkCKi03NR",1
2023-02-13 09:30:01+00:00,kuberakinYa,"engga asik ahhhh gelar doktor kehormatannya. masak yg selalu dapat dari kalangan ""moderasi beragama"" terus. sekali2 yg aktif dibidang IT kenapa siihhh",-1
2023-02-13 08:28:12+00:00,uiad_sinjai,"Seminar Moderasi Beragama, Ketua Pusat Studi Gender UIAD Jadi Narasumber https://t.co/SY7EjDgx0j",0
2023-02-13 07:23:08+00:00,bimaskristenri,"Salam #SahabatReligi
Selamat dan Sukses atas pemberian Anugerah Gelar Doktor Kehormatan (Doctor Honoris Causa) dari UIN Sunan Kalijaga Yogyakarta.
@yahyacholilstaquf 
#gusyahyastaquf
#kemenagri
#ditjenbimaskristenkemenagri
#moderasiberagama
#BerAKHLAK
#uinsunankalijaga https://t.co/9I6tQJec0v",1
2023-02-13 07:03:14+00:00,penaiskemenag,"Selamat dan Sukses atas penganugerahan gelar Doctor Honoris Causa dari UIN Sunan Kalijaga Yogyakarta kepada:

Dr. (HC) K.H. Yahya Cholil Staquf
(Ketum PBNU Periode 2022-2027)

#PeneranganAgamaIslam#Penais#BimasIslam#Kemenagri#ModerasiBeragama#PAI#MTQ#SBSKI#HBI#Kemitraanumatislam https://t.co/oZtwBRVxWm",1
2023-02-13 06:02:33+00:00,republikaonline,"Gus Yahya, Kardinal Ayuso, dan Sudibyo Markus, berkontribusi bagi moderasi beragama. https://t.co/LwztKqfWj6",0
2023-02-13 04:20:10+00:00,wahidfoundation,"Gelar Doktor kehormatan yang diberikan kepadanya merupakan bentuk apresiasi karena upayanya selama ini untuk menciptakan perdamaian dan moderasi beragama.

#1AbadNU #yahyacholilstaquf #wahidfoundation #nahdlatululama",1
2023-02-13 04:12:19+00:00,bairuindra,Soal Moderasi Beragama Lengkap PPPK Kemenag 2023 - Part 7 #PPPK #PPPKKem... https://t.co/2PckhEsL9k lewat @YouTube #PPPK #PPPKKemenag #ModerasiBeragama #SoalModerasiBeragama,0
2023-02-13 03:58:43+00:00,AH_SiregarXIX,"@kusmansadik @joserasyid Pemikiran sudah Liberal-Sekuler tapi ngakunya Moderasi beragama. Awalnya Islam Liberal, Lalu Islam Nusantara kini Moderasi Beragama. Padahal muaranya Sekulerisasi Ajaran Islam. Waspadalah!",-1
